activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
deferiprone,dyspnoeas,27,55.39,0.49,0.49,0.49,0.35145,0.4882,0.65653
stannous,dyspnoeas,11,18.45,0.6,0.88,0.58,0.35116,0.58982,0.91808
efavirenz,dyspnoeas,113,275.19,0.41,0.36,0.41,0.35104,0.41121,0.4779
dolutegravir,dyspnoeas,86,204.79,0.42,0.36,0.42,0.35071,0.42065,0.49932
fenoprofen,dyspnoeas,41,90.12,0.45,0.45,0.45,0.34967,0.45598,0.58193
lithium,dyspnoeas,141,351.03,0.4,0.36,0.4,0.34916,0.40217,0.4603
teclistamab,dyspnoeas,12,20.76,0.58,0.48,0.57,0.34915,0.57355,0.87831
cimetidine,dyspnoeas,179,453.11,0.4,0.39,0.4,0.34891,0.39545,0.44596
phenelzine,dyspnoeas,51,115.81,0.44,0.42,0.44,0.34808,0.44136,0.54999
ifosfamide,dyspnoeas,82,196.19,0.42,0.53,0.42,0.34755,0.41872,0.49901
glibenclamide/metformin,dyspnoeas,20,39.37,0.51,0.48,0.5,0.34648,0.5082,0.71382
glyburide,dyspnoeas,40,88.61,0.45,0.43,0.45,0.34582,0.4525,0.57913
netilmicin,dyspnoeas,6,8.23,0.73,0.97,0.68,0.34492,0.69479,1.2276
chondroitin,dyspnoeas,2,1.04,1.92,1.25,1.04,0.34295,1.09561,2.6964
safinamide,dyspnoeas,6,8.29,0.72,0.68,0.67,0.34283,0.69057,1.22013
elotuzumab,dyspnoeas,35,77.24,0.45,0.55,0.45,0.3407,0.45434,0.59082
busulfan,dyspnoeas,93,229.9,0.4,0.46,0.4,0.34029,0.40527,0.47802
peginterferon beta-1a,dyspnoeas,135,344.25,0.39,0.31,0.39,0.33986,0.3927,0.45076
plecanatide,dyspnoeas,15,28.33,0.53,0.53,0.52,0.33933,0.52867,0.77807
dantrolene,dyspnoeas,28,59.95,0.47,0.54,0.47,0.33913,0.46825,0.62661
phenylpropanolamine,dyspnoeas,18,35.52,0.51,0.51,0.5,0.33846,0.50704,0.72406
maprotiline,dyspnoeas,31,67.73,0.46,0.46,0.46,0.33791,0.459,0.60606
tedizolid,dyspnoeas,8,12.62,0.63,0.67,0.61,0.33781,0.6205,1.0294
pimavanserin,dyspnoeas,510,1404.09,0.36,0.36,0.36,0.33758,0.36339,0.39048
fesoterodine,dyspnoeas,84,207.46,0.4,0.36,0.4,0.33751,0.40571,0.48253
tipranavir,dyspnoeas,18,35.74,0.5,0.48,0.5,0.33648,0.50406,0.71981
foscarnet,dyspnoeas,43,98.97,0.43,0.62,0.43,0.33627,0.43571,0.55307
polysorbate 80,dyspnoeas,2,1.1,1.82,1.9,1.02,0.3355,1.07082,2.61564
elexacaftor/ivacaftor/tezacaftor,dyspnoeas,14,26.33,0.53,0.56,0.52,0.33529,0.53069,0.79043
levobupivacaine,dyspnoeas,4,4.57,0.88,0.74,0.76,0.33496,0.78362,1.52608
nedocromil,dyspnoeas,58,139.59,0.42,1.99,0.42,0.33354,0.41658,0.5124
bepotastine,dyspnoeas,4,4.62,0.87,0.63,0.75,0.33198,0.77667,1.51236
methacholine,dyspnoeas,4,4.65,0.86,2.63,0.75,0.33064,0.77354,1.50619
desmopressin,dyspnoeas,76,190.18,0.4,0.43,0.4,0.33003,0.40056,0.48049
carboxymethylcellulose,dyspnoeas,3,2.82,1.06,0.68,0.83,0.32948,0.86919,1.82751
naloxegol,dyspnoeas,28,61.75,0.45,0.46,0.45,0.32947,0.45491,0.60877
doxylamine,dyspnoeas,50,119.88,0.42,0.4,0.42,0.32911,0.41832,0.52236
tetrabenazine,dyspnoeas,81,204.77,0.4,0.39,0.4,0.32869,0.39647,0.47299
lurbinectedin,dyspnoeas,12,22.16,0.54,0.63,0.53,0.32857,0.53977,0.82657
dimenhydrinate,dyspnoeas,9,15.25,0.59,0.58,0.57,0.32855,0.58299,0.94394
aminoglutethimide,dyspnoeas,7,10.86,0.64,0.65,0.61,0.32805,0.62809,1.07216
tiopronin,dyspnoeas,22,46.74,0.47,0.4,0.47,0.32774,0.47207,0.65361
kaolin,dyspnoeas,3,2.85,1.05,1,0.83,0.32756,0.8641,1.8164
hyaluronate,dyspnoeas,3,2.85,1.05,0.81,0.83,0.32752,0.864,1.81618
xalcom,dyspnoeas,2,1.17,1.71,1.07,0.99,0.32666,1.04164,2.52465
doxepin,dyspnoeas,62,153.73,0.4,0.38,0.4,0.32621,0.40442,0.49423
omega-3-carboxylic acids,dyspnoeas,11,19.98,0.55,0.52,0.54,0.32612,0.54781,0.85268
benzalkonium,dyspnoeas,2,1.17,1.7,1.09,0.99,0.32564,1.03831,2.51452
chlorpropamide,dyspnoeas,29,65.11,0.45,0.45,0.44,0.32563,0.44704,0.59543
oxazepam,dyspnoeas,19,39.66,0.48,0.46,0.48,0.32424,0.48045,0.68024
vepoloxamer,dyspnoeas,60,149.34,0.4,0.41,0.4,0.32383,0.40292,0.49395
nonacog alfa,dyspnoeas,47,113.69,0.41,0.46,0.41,0.32379,0.41475,0.52134
phenobarbital,dyspnoeas,20,42.29,0.47,0.44,0.47,0.32344,0.47442,0.66638
neratinib,dyspnoeas,28,63.07,0.44,0.45,0.44,0.32277,0.44567,0.59639
iophendylate,dyspnoeas,5,6.81,0.73,0.49,0.67,0.32266,0.69325,1.27769
treprostinil diolamine,dyspnoeas,2,1.2,1.66,1.71,0.98,0.32237,1.02758,2.48216
eslicarbazepine,dyspnoeas,27,60.53,0.45,0.45,0.45,0.32235,0.44779,0.60219
betaine,dyspnoeas,12,22.66,0.53,0.48,0.52,0.32171,0.52852,0.80935
tolazamide,dyspnoeas,19,40.02,0.47,0.48,0.47,0.32143,0.47629,0.67435
cenobamate,dyspnoeas,32,74.05,0.43,0.41,0.43,0.32095,0.43382,0.57049
selegiline,dyspnoeas,27,60.84,0.44,0.33,0.44,0.32071,0.44552,0.59914
lifitegrast,dyspnoeas,87,226.97,0.38,0.25,0.38,0.32066,0.3842,0.45562
vismodegib,dyspnoeas,95,249.92,0.38,0.36,0.38,0.32049,0.38095,0.44859
famotidine/ibuprofen,dyspnoeas,12,22.76,0.53,0.44,0.52,0.32044,0.52644,0.80616
nalidixate sodium,dyspnoeas,2,1.22,1.64,1.56,0.97,0.32042,1.0212,2.46316
methadone,dyspnoeas,89,233.38,0.38,0.34,0.38,0.31969,0.38223,0.45245
butylscopolamine,dyspnoeas,2,1.24,1.62,1.66,0.96,0.3183,1.01426,2.44268
siltuximab,dyspnoeas,6,9.05,0.66,0.8,0.63,0.3183,0.64124,1.13276
ulipristal,dyspnoeas,11,20.54,0.54,0.49,0.53,0.31784,0.53392,0.83107
ammonium lactate,dyspnoeas,2,1.25,1.61,0.6,0.96,0.31708,1.01026,2.43095
levonorgestrel,dyspnoeas,1027,3106.06,0.33,0.16,0.33,0.31405,0.33074,0.34799
undecylenic,dyspnoeas,2,1.27,1.57,0.37,0.95,0.31398,1.00015,2.40157
vincristine,dyspnoeas,157,438.15,0.36,0.41,0.36,0.31391,0.35887,0.40793
nsaid,dyspnoeas,3,3.04,0.99,0.95,0.79,0.31386,0.8279,1.73774
lacosamide,dyspnoeas,140,387.77,0.36,0.33,0.36,0.31382,0.36166,0.41412
avatrombopag,dyspnoeas,15,30.77,0.49,0.47,0.48,0.3137,0.48877,0.71935
verteporfin,dyspnoeas,43,106.38,0.4,0.52,0.4,0.31319,0.40582,0.51513
conestat,dyspnoeas,62,160.23,0.39,0.58,0.39,0.3131,0.38817,0.47437
fluphenazine,dyspnoeas,28,65.06,0.43,0.38,0.43,0.3131,0.43232,0.57853
bivalirudin,dyspnoeas,38,92.5,0.41,0.54,0.41,0.31304,0.41254,0.53119
methylphenidate,dyspnoeas,368,1082.26,0.34,0.28,0.34,0.31196,0.34028,0.37026
mosunetuzumab,dyspnoeas,9,16.2,0.56,0.66,0.54,0.31094,0.55178,0.89339
rimexolone,dyspnoeas,2,1.3,1.53,0.87,0.94,0.31043,0.98861,2.36841
acenocoumarol,dyspnoeas,5,7.16,0.7,0.67,0.65,0.30976,0.6656,1.22651
uracil mustard,dyspnoeas,2,1.31,1.53,1.56,0.94,0.30968,0.98614,2.3614
lincomycin,dyspnoeas,17,36.36,0.47,0.42,0.47,0.30965,0.46947,0.67664
mipomersen,dyspnoeas,5,7.16,0.7,0.58,0.65,0.30965,0.66537,1.22609
cefepime,dyspnoeas,47,119.17,0.39,0.5,0.39,0.30912,0.39596,0.49771
ramucirumab,dyspnoeas,56,145.11,0.39,0.5,0.39,0.30883,0.38729,0.47802
clevidipine,dyspnoeas,6,9.37,0.64,0.82,0.61,0.30875,0.62204,1.09876
zolpidem,dyspnoeas,274,803.21,0.34,0.32,0.34,0.3087,0.34146,0.37648
isotretinoin,dyspnoeas,832,2546.69,0.33,0.3,0.33,0.30854,0.32681,0.34579
carisoprodol,dyspnoeas,30,71.58,0.42,0.38,0.42,0.30844,0.42116,0.55848
famotidine,dyspnoeas,208,603.28,0.34,0.36,0.34,0.3074,0.34522,0.38602
tolterodine,dyspnoeas,167,479.22,0.35,0.34,0.35,0.30656,0.34902,0.39523
dapiprazole,dyspnoeas,1,0.02,48.03,25.68,1.98,0.30621,1.61005,21.47537
pentetate indium disodium in 111,dyspnoeas,2,1.34,1.49,1.47,0.92,0.30617,0.97476,2.32924
reteplase,dyspnoeas,32,77.91,0.41,0.62,0.41,0.30535,0.41275,0.54278
clorazepate,dyspnoeas,27,64,0.42,0.42,0.42,0.30527,0.42407,0.57031
estazolam,dyspnoeas,9,16.59,0.54,0.54,0.53,0.30433,0.54006,0.87441
brexucabtagene autoleucel,dyspnoeas,16,34.42,0.46,0.58,0.46,0.30401,0.46697,0.67982
indium,dyspnoeas,7,11.85,0.59,0.63,0.57,0.30372,0.58158,0.99269
divalproex,dyspnoeas,235,694.88,0.34,0.31,0.34,0.3036,0.33858,0.37615
bimatoprost,dyspnoeas,92,255.08,0.36,0.17,0.36,0.30334,0.3616,0.42689
ertapenem,dyspnoeas,47,121.48,0.39,0.51,0.39,0.30331,0.38852,0.48836
phenytoin,dyspnoeas,305,916.1,0.33,0.32,0.33,0.30287,0.33324,0.36557
romosozumab,dyspnoeas,66,177.67,0.37,0.31,0.37,0.30267,0.37271,0.4528
ciltacabtagene autoleucel,dyspnoeas,5,7.37,0.68,1.04,0.63,0.30249,0.65002,1.19771
lesinurad,dyspnoeas,2,1.38,1.45,1.43,0.91,0.30241,0.96258,2.29523
hydrochlorothiazide/irbesartan,dyspnoeas,13,26.86,0.48,0.43,0.48,0.30148,0.48567,0.73297
lixisenatide,dyspnoeas,17,37.45,0.45,0.36,0.45,0.30098,0.45633,0.65772
oxyquinoline,dyspnoeas,2,1.4,1.43,1.83,0.91,0.3003,0.95576,2.27636
contrast media,dyspnoeas,2,1.4,1.43,1.61,0.91,0.30012,0.95518,2.27477
cetalkonium,dyspnoeas,1,0.03,32.67,25.68,1.84,0.29907,1.53955,19.00901
lornoxicam,dyspnoeas,1,0.03,32.67,25.68,1.84,0.29907,1.53955,19.00901
paramethasone,dyspnoeas,1,0.03,32.67,25.68,1.84,0.29907,1.53955,19.00901
pixantrone,dyspnoeas,1,0.03,32.67,25.68,1.84,0.29907,1.53955,19.00901
squalamine,dyspnoeas,1,0.03,32.67,25.68,1.84,0.29907,1.53955,19.00901
levamisole,dyspnoeas,17,37.74,0.45,0.44,0.45,0.29881,0.45304,0.65297
micafungin,dyspnoeas,31,76.94,0.4,0.54,0.4,0.29822,0.4051,0.5349
mepyramine,dyspnoeas,3,3.28,0.91,1.51,0.75,0.29809,0.7863,1.64812
darunavir,dyspnoeas,49,129.58,0.38,0.36,0.38,0.29802,0.37976,0.47523
cefonicid,dyspnoeas,11,22.05,0.5,0.58,0.49,0.29752,0.49982,0.778
gilteritinib,dyspnoeas,35,88.79,0.39,0.38,0.39,0.29715,0.39628,0.51533
gliclazide,dyspnoeas,3,3.3,0.91,0.86,0.75,0.29657,0.7823,1.63954
guselkumab,dyspnoeas,129,376.08,0.34,0.28,0.34,0.29646,0.34371,0.39574
aflibercept,dyspnoeas,162,479.96,0.34,0.21,0.34,0.29637,0.3381,0.38357
bisdisulizole,dyspnoeas,31,77.62,0.4,0.48,0.4,0.29567,0.40164,0.53033
mitotane,dyspnoeas,13,27.55,0.47,0.44,0.47,0.29434,0.47419,0.71565
silver,dyspnoeas,7,12.28,0.57,0.33,0.55,0.29431,0.5636,0.96199
picolax,dyspnoeas,2,1.46,1.37,1.25,0.89,0.29411,0.93576,2.22177
ibritumomab tiuxetan,dyspnoeas,30,75.22,0.4,0.58,0.4,0.2938,0.40118,0.53198
defactinib,dyspnoeas,1,0.04,25.62,25.68,1.74,0.29369,1.48989,17.23776
olmutinib,dyspnoeas,1,0.04,25.62,25.68,1.74,0.29369,1.48989,17.23776
pinacidil,dyspnoeas,1,0.04,25.62,25.68,1.74,0.29369,1.48989,17.23776
policapram,dyspnoeas,1,0.04,25.62,25.68,1.74,0.29369,1.48989,17.23776
triprolidine,dyspnoeas,2,1.47,1.36,1.39,0.88,0.29319,0.9328,2.21377
econazole,dyspnoeas,4,5.44,0.73,0.26,0.66,0.29308,0.68581,1.33386
maveropepimut-s component a16l,dyspnoeas,7,12.35,0.57,0.54,0.55,0.29296,0.56103,0.9576
almadrate,dyspnoeas,2,1.47,1.36,1.35,0.88,0.29251,0.9306,2.20783
oxybutynin,dyspnoeas,79,224.13,0.35,0.22,0.35,0.29243,0.35358,0.42272
ferumoxsil,dyspnoeas,2,1.48,1.35,0.9,0.88,0.2922,0.92959,2.20515
guanfacine,dyspnoeas,30,75.79,0.4,0.39,0.4,0.29163,0.3982,0.52804
sapropterin,dyspnoeas,50,135.49,0.37,0.36,0.37,0.29163,0.37069,0.46289
ephedrine,dyspnoeas,8,14.87,0.54,0.56,0.53,0.29152,0.53559,0.88849
norgestimate,dyspnoeas,80,228.1,0.35,0.32,0.35,0.29133,0.35183,0.42017
cobicistat/darunavir,dyspnoeas,9,17.47,0.52,0.5,0.51,0.29024,0.5151,0.83401
telotristat,dyspnoeas,18,41.93,0.43,0.38,0.43,0.28856,0.43234,0.61741
triptorelin,dyspnoeas,39,103.56,0.38,0.31,0.38,0.28834,0.37862,0.48602
imipenem/cilastatin,dyspnoeas,90,262.3,0.34,0.46,0.34,0.2881,0.34413,0.40698
pentetate calcium trisodium,dyspnoeas,3,3.45,0.87,0.78,0.73,0.28769,0.75893,1.58951
ticarcillin/clavulanate,dyspnoeas,20,47.77,0.42,0.6,0.42,0.28749,0.42172,0.59238
folinic acid,dyspnoeas,12,25.55,0.47,0.51,0.47,0.28743,0.47226,0.72322
ingenol,dyspnoeas,27,68.09,0.4,0.14,0.4,0.28733,0.39916,0.53681
metformin/saxagliptin,dyspnoeas,19,45.02,0.42,0.4,0.42,0.28689,0.42514,0.60196
bepridil,dyspnoeas,5,7.86,0.64,0.64,0.6,0.28648,0.6157,1.1343
disulfiram,dyspnoeas,19,45.16,0.42,0.4,0.42,0.286,0.42381,0.60008
fluvoxamine,dyspnoeas,57,160.35,0.36,0.35,0.36,0.28525,0.35699,0.43985
frovatriptan,dyspnoeas,7,12.73,0.55,0.55,0.53,0.28518,0.54616,0.93221
sulfinpyrazone,dyspnoeas,4,5.64,0.71,0.69,0.64,0.28518,0.66741,1.29784
dexrazoxane,dyspnoeas,8,15.24,0.52,0.71,0.51,0.28515,0.52391,0.86911
amobarbital,dyspnoeas,2,1.55,1.29,1.19,0.86,0.28463,0.90529,2.14038
ceftibuten,dyspnoeas,14,31.33,0.45,0.44,0.45,0.2843,0.45006,0.67035
canagliflozin,dyspnoeas,198,621.8,0.32,0.31,0.32,0.28315,0.31891,0.35758
ubrogepant,dyspnoeas,18,42.81,0.42,0.36,0.42,0.28282,0.42374,0.60513
amprenavir,dyspnoeas,10,20.62,0.48,0.5,0.48,0.28256,0.48694,0.77204
besilesomab,dyspnoeas,1,0.06,16.6,25.68,1.56,0.28239,1.39407,13.79329
dextriferron,dyspnoeas,1,0.06,16.6,25.68,1.56,0.28239,1.39407,13.79329
nepafenac,dyspnoeas,11,23.37,0.47,0.29,0.47,0.28179,0.47343,0.73694
avobenzone,dyspnoeas,16,37.31,0.43,0.1,0.43,0.28141,0.43227,0.62933
nortriptyline,dyspnoeas,45,124.89,0.36,0.34,0.36,0.28119,0.3622,0.45746
tyrosine,dyspnoeas,1,0.06,15.84,12.84,1.54,0.28104,1.38337,13.41077
cortisone,dyspnoeas,9,18.14,0.5,0.41,0.49,0.28039,0.49765,0.80577
chlordiazepoxide,dyspnoeas,24,60.88,0.39,0.38,0.39,0.28016,0.39723,0.54309
colesevelam,dyspnoeas,36,97.35,0.37,0.37,0.37,0.28015,0.37208,0.48221
obeticholic acid,dyspnoeas,74,217.86,0.34,0.34,0.34,0.28012,0.3409,0.40988
senna,dyspnoeas,13,29.03,0.45,0.42,0.45,0.28002,0.45114,0.68087
natalizumab,dyspnoeas,2488,8611.94,0.29,0.41,0.29,0.27952,0.28894,0.29857
miconazole,dyspnoeas,84,250.88,0.33,0.14,0.34,0.27946,0.33593,0.39954
digitoxin,dyspnoeas,2,1.63,1.22,1.14,0.83,0.27735,0.88197,2.07938
dipyrone,dyspnoeas,10,21.06,0.47,0.45,0.47,0.27716,0.47764,0.75731
risperidone,dyspnoeas,959,3282.67,0.29,0.28,0.29,0.277,0.29224,0.30803
esketamine,dyspnoeas,56,161.96,0.35,0.28,0.35,0.27699,0.34736,0.42875
bacampicillin,dyspnoeas,3,3.65,0.82,0.81,0.7,0.27659,0.72972,1.52722
belladonna,dyspnoeas,2,1.64,1.22,1.17,0.83,0.27658,0.8795,2.07297
flumazenil,dyspnoeas,9,18.43,0.49,0.61,0.48,0.27634,0.49048,0.79416
encainide,dyspnoeas,33,89.39,0.37,0.37,0.37,0.27624,0.37166,0.48686
cloxacillin,dyspnoeas,4,5.88,0.68,0.74,0.62,0.27591,0.64578,1.25556
glibenclamide,dyspnoeas,50,143.44,0.35,0.34,0.35,0.27562,0.35035,0.4375
oxytetracycline,dyspnoeas,37,102.15,0.36,0.34,0.36,0.27553,0.3645,0.47083
asasantin,dyspnoeas,4,5.9,0.68,0.68,0.62,0.27514,0.64399,1.25206
apricoxib,dyspnoeas,1,0.08,12.81,12.84,1.45,0.27469,1.33451,11.68306
stearylsulfamide,dyspnoeas,2,1.68,1.19,1.14,0.82,0.27379,0.8706,2.04997
cellulose,dyspnoeas,1,0.08,12.33,12.84,1.43,0.27351,1.32574,11.37742
fluocinolone,dyspnoeas,6,10.8,0.56,0.19,0.54,0.27298,0.55015,0.97167
trimethobenzamide,dyspnoeas,7,13.37,0.52,0.49,0.51,0.27291,0.52271,0.89218
iron sucrose,dyspnoeas,28,74.88,0.37,0.38,0.37,0.27285,0.37677,0.50421
eliglustat,dyspnoeas,12,27.06,0.44,0.43,0.44,0.27218,0.44725,0.68493
methantheline,dyspnoeas,3,3.74,0.8,0.77,0.69,0.27197,0.71761,1.50148
mebendazole,dyspnoeas,13,30.04,0.43,0.41,0.43,0.27114,0.43684,0.65931
prucalopride,dyspnoeas,11,24.43,0.45,0.38,0.45,0.27025,0.45406,0.7068
temazepam,dyspnoeas,29,78.8,0.37,0.34,0.37,0.27011,0.37085,0.49397
sevelamer,dyspnoeas,67,202.79,0.33,0.31,0.33,0.26986,0.33178,0.40252
aztreonam lysine,dyspnoeas,294,989.88,0.3,1.27,0.3,0.26976,0.29734,0.32674
vigabatrin,dyspnoeas,97,304.3,0.32,0.3,0.32,0.26948,0.31975,0.37591
gentian violet,dyspnoeas,1,0.09,10.8,5.14,1.38,0.26924,1.29493,10.31966
lovastatin,dyspnoeas,152,494.05,0.31,0.31,0.31,0.26909,0.30831,0.35117
dulaglutide,dyspnoeas,416,1432.96,0.29,0.23,0.29,0.26777,0.29055,0.31459
trypsin,dyspnoeas,1,0.1,10.11,6.42,1.35,0.26708,1.27969,9.80704
norgestrel,dyspnoeas,71,218.56,0.32,0.32,0.33,0.26692,0.32619,0.39365
tocopherol,dyspnoeas,2,1.76,1.14,0.74,0.8,0.26691,0.84863,1.99376
noscapine,dyspnoeas,1,0.1,9.97,12.84,1.34,0.26661,1.27645,9.69921
amcinonide,dyspnoeas,2,1.76,1.14,0.39,0.8,0.26657,0.84757,1.99107
deudextromethorphan,dyspnoeas,55,165.17,0.33,0.29,0.33,0.26631,0.33467,0.41384
liraglutide/insulin,dyspnoeas,8,16.43,0.49,0.41,0.48,0.26622,0.48919,0.81154
ethionamide,dyspnoeas,5,8.6,0.58,0.62,0.55,0.26561,0.57098,1.05179
"insulin, isophane",dyspnoeas,31,86.58,0.36,0.29,0.36,0.26561,0.36082,0.47644
meclizine,dyspnoeas,13,30.69,0.42,0.39,0.42,0.2656,0.42794,0.64588
collagenase clostridium histolyticum,dyspnoeas,36,103.12,0.35,0.2,0.35,0.26469,0.35156,0.45561
benznidazole,dyspnoeas,2,1.78,1.12,1.14,0.8,0.26468,0.84153,1.97576
clobetasol,dyspnoeas,25,67.69,0.37,0.17,0.37,0.26468,0.37259,0.50646
cenegermin,dyspnoeas,26,70.96,0.37,0.21,0.37,0.26433,0.36958,0.49963
suvorexant,dyspnoeas,94,300.28,0.31,0.31,0.31,0.26397,0.31407,0.37014
tacrine,dyspnoeas,49,146.89,0.33,0.33,0.33,0.26326,0.33547,0.41982
atazanavir,dyspnoeas,53,160.4,0.33,0.29,0.33,0.26317,0.33217,0.4123
guanabenz,dyspnoeas,5,8.74,0.57,0.58,0.55,0.26192,0.5631,1.03725
ramelteon,dyspnoeas,40,117.5,0.34,0.34,0.34,0.26189,0.34269,0.43861
beraprost,dyspnoeas,1,0.12,8.54,8.56,1.28,0.2613,1.24047,8.52887
cholesterol,dyspnoeas,1,0.12,8.54,8.56,1.28,0.2613,1.24047,8.52887
ceftolozane,dyspnoeas,9,19.62,0.46,0.53,0.46,0.26073,0.46283,0.74941
propofol,dyspnoeas,149,499.6,0.3,0.39,0.3,0.26052,0.29891,0.34089
dextran 75,dyspnoeas,1,0.12,8.3,12.84,1.27,0.26029,1.23383,8.31887
pegoterate,dyspnoeas,1,0.12,8.23,12.84,1.27,0.26001,1.23197,8.26072
flibanserin,dyspnoeas,13,31.42,0.41,0.41,0.41,0.25975,0.41851,0.63166
rintatolimod,dyspnoeas,4,6.35,0.63,0.42,0.59,0.25949,0.60752,1.18087
potassium iodide,dyspnoeas,8,16.9,0.47,0.51,0.47,0.25948,0.47684,0.79105
altretamine,dyspnoeas,2,1.86,1.08,1.05,0.78,0.25876,0.82268,1.92826
zinc,dyspnoeas,54,166.68,0.32,0.29,0.32,0.25863,0.32573,0.40353
bazedoxifene,dyspnoeas,3,4.02,0.75,0.7,0.65,0.2584,0.68196,1.4259
palifermin,dyspnoeas,9,19.81,0.45,0.63,0.45,0.25839,0.45869,0.74271
ergoloid,dyspnoeas,10,22.71,0.44,0.42,0.44,0.25827,0.44515,0.70582
pemigatinib,dyspnoeas,6,11.51,0.52,0.49,0.51,0.25826,0.52058,0.91943
benztropine,dyspnoeas,13,31.62,0.41,0.4,0.41,0.25819,0.41601,0.62788
vibegron,dyspnoeas,14,34.7,0.4,0.4,0.4,0.25786,0.40823,0.6081
carbaspirin,dyspnoeas,1,0.13,7.64,6.42,1.24,0.25736,1.21478,7.73018
alatrofloxacin,dyspnoeas,23,63.21,0.36,0.56,0.36,0.2572,0.36748,0.50553
oxacillin,dyspnoeas,13,31.87,0.41,0.51,0.41,0.25621,0.41281,0.62306
rose hip,dyspnoeas,1,0.14,7.3,4.28,1.22,0.25571,1.2043,7.41479
belantamab mafodotin,dyspnoeas,31,90.01,0.34,0.35,0.35,0.25565,0.3473,0.4586
glycerol,dyspnoeas,11,25.95,0.42,0.37,0.42,0.25531,0.429,0.66782
clomethiazole,dyspnoeas,1,0.14,7.18,6.42,1.22,0.25509,1.20041,7.29963
ferric,dyspnoeas,14,35.1,0.4,0.37,0.4,0.25501,0.40373,0.60138
alprostadil,dyspnoeas,56,176.4,0.32,0.22,0.32,0.2545,0.31917,0.39396
chlorpromazine,dyspnoeas,34,100.56,0.34,0.31,0.34,0.25442,0.34078,0.44475
tisotumab vedotin,dyspnoeas,3,4.13,0.73,1.09,0.64,0.2531,0.66806,1.39653
fludeoxyglucose f 18,dyspnoeas,2,1.94,1.03,1.28,0.76,0.2528,0.80377,1.88109
epinastine,dyspnoeas,5,9.12,0.55,0.52,0.53,0.25278,0.54352,1.00116
petrolatum,dyspnoeas,6,11.81,0.51,0.39,0.5,0.25237,0.50874,0.89852
pimozide,dyspnoeas,9,20.34,0.44,0.43,0.44,0.2521,0.44753,0.72464
florbetaben,dyspnoeas,1,0.15,6.62,12.84,1.19,0.25207,1.18164,6.75747
traztuzumab,dyspnoeas,1,0.15,6.62,8.56,1.19,0.25207,1.18164,6.75747
vernakalant,dyspnoeas,1,0.15,6.62,12.84,1.19,0.25207,1.18164,6.75747
clostridium,dyspnoeas,1,0.15,6.61,6.42,1.19,0.25203,1.18139,6.7502
dalfampridine,dyspnoeas,580,2152.96,0.27,0.25,0.27,0.25159,0.26957,0.28839
nelarabine,dyspnoeas,12,29.48,0.41,0.55,0.41,0.251,0.41248,0.63171
tybamate,dyspnoeas,1,0.16,6.41,6.42,1.18,0.25085,1.17416,6.54826
betamethasone/calcipotriol,dyspnoeas,1,0.16,6.25,4.28,1.17,0.2499,1.1684,6.39006
ketamine,dyspnoeas,25,71.83,0.35,0.4,0.35,0.24974,0.35157,0.4779
adefovir dipivoxil,dyspnoeas,9,20.55,0.44,0.4,0.44,0.2497,0.44329,0.71779
bromhexine,dyspnoeas,1,0.16,6.2,5.14,1.17,0.24958,1.1665,6.33865
benoxaprofen,dyspnoeas,37,113.13,0.33,0.33,0.33,0.24913,0.32958,0.42574
valganciclovir,dyspnoeas,37,113.49,0.33,0.3,0.33,0.24835,0.32855,0.4244
magnesium citrate,dyspnoeas,6,12.08,0.5,0.49,0.49,0.24741,0.49877,0.88092
saccharin,dyspnoeas,1,0.18,5.61,5.14,1.13,0.24573,1.14365,5.74396
invert,dyspnoeas,1,0.18,5.5,6.42,1.13,0.24499,1.13929,5.63639
methylnaltrexone,dyspnoeas,12,30.27,0.4,0.35,0.4,0.2447,0.40215,0.61591
norethisterone,dyspnoeas,6,12.25,0.49,0.48,0.48,0.24424,0.49242,0.86971
sisomicin,dyspnoeas,1,0.19,5.35,5.14,1.12,0.2439,1.13297,5.48361
seroquel,dyspnoeas,13,33.57,0.39,0.41,0.39,0.24385,0.39293,0.59306
mecobalamin,dyspnoeas,1,0.19,5.3,4.28,1.11,0.24348,1.13053,5.42608
sotatercept,dyspnoeas,1,0.19,5.28,4.28,1.11,0.24334,1.12977,5.4082
bulevirtide,dyspnoeas,1,0.19,5.23,4.28,1.11,0.24294,1.12745,5.35428
meclocycline,dyspnoeas,1,0.19,5.2,1.12,1.11,0.24274,1.12632,5.32804
hydroxyamphetamine,dyspnoeas,1,0.19,5.17,3.67,1.11,0.24253,1.1251,5.30014
fructose,dyspnoeas,1,0.2,5.12,5.14,1.1,0.24215,1.12294,5.25102
azatadine,dyspnoeas,4,6.92,0.58,0.59,0.55,0.24185,0.56642,1.1008
efinaconazole,dyspnoeas,5,9.61,0.52,0.17,0.5,0.24156,0.51949,0.95689
protein,dyspnoeas,1,0.2,4.99,4.28,1.09,0.24106,1.11672,5.11271
butalbital,dyspnoeas,23,67.69,0.34,0.3,0.34,0.24055,0.34372,0.47285
nicergoline,dyspnoeas,1,0.21,4.79,8.56,1.08,0.23938,1.10727,4.91179
clobazam,dyspnoeas,40,128.83,0.31,0.27,0.31,0.23911,0.3129,0.40048
gallamine,dyspnoeas,1,0.21,4.71,5.14,1.08,0.23871,1.10354,4.83568
