activeingred,reaction,N,E,RR,PRR,EBGM,EBGM_05,EBGM_50,EBGM_95
cariprazine,dyspnoeas,42,98.16,0.43,0.43,0.43,0.32962,0.42862,0.5457
vilazodone,dyspnoeas,65,160.11,0.41,0.41,0.41,0.32961,0.40663,0.4948
glibenclamide/metformin,dyspnoeas,20,41.35,0.48,0.48,0.48,0.32928,0.48356,0.67985
diroximel fumarate,dyspnoeas,1215,3525.31,0.34,0.34,0.34,0.3287,0.34471,0.36122
tisotumab vedotin,dyspnoeas,3,2.76,1.09,1.09,0.84,0.3283,0.88137,1.86951
tetrabenazine,dyspnoeas,81,205.04,0.4,0.39,0.39,0.32794,0.39563,0.47204
chlorpropamide,dyspnoeas,29,64.6,0.45,0.45,0.45,0.32728,0.44962,0.5992
imipenem/cilastatin',dyspnoeas,13,24.57,0.53,0.53,0.52,0.32609,0.52645,0.79585
glyburide,dyspnoeas,40,93.92,0.43,0.43,0.42,0.32599,0.42672,0.54634
aminoglutethimide,dyspnoeas,7,10.82,0.65,0.65,0.61,0.32586,0.62737,1.07496
methyl,dyspnoeas,3,2.8,1.07,1.07,0.84,0.32526,0.87317,1.85161
neratinib,dyspnoeas,28,62.53,0.45,0.45,0.45,0.32458,0.44849,0.60053
nelfinavir,dyspnoeas,41,97.07,0.42,0.42,0.42,0.3244,0.42321,0.5403
darifenacin,dyspnoeas,35,81.03,0.43,0.43,0.43,0.32437,0.43279,0.56303
propylthiouracil,dyspnoeas,18,37.15,0.48,0.48,0.48,0.32291,0.48442,0.69252
eslicarbazepine,dyspnoeas,27,60.35,0.45,0.45,0.45,0.32235,0.44814,0.60303
dimenhydrinate,dyspnoeas,9,15.46,0.58,0.58,0.56,0.32203,0.57364,0.93135
penicillin g benzathine,dyspnoeas,5,6.74,0.74,0.74,0.68,0.32138,0.69668,1.29118
tolazamide,dyspnoeas,19,39.87,0.48,0.48,0.47,0.32128,0.47666,0.67557
tipranavir,dyspnoeas,18,37.42,0.48,0.48,0.48,0.32064,0.48102,0.68766
safinamide,dyspnoeas,6,8.88,0.68,0.68,0.63,0.31988,0.64888,1.15147
mecasermin,dyspnoeas,14,27.53,0.51,0.51,0.5,0.31978,0.50718,0.75658
treprostinil diolamine,dyspnoeas,2,1.17,1.71,1.71,0.99,0.31963,1.04793,2.55236
gold,dyspnoeas,14,27.61,0.51,0.51,0.5,0.31893,0.50583,0.75455
famotidine,dyspnoeas,208,583.47,0.36,0.36,0.36,0.31769,0.35678,0.39896
bacitracin,dyspnoeas,40,96.49,0.41,0.41,0.41,0.31743,0.41552,0.532
indium,dyspnoeas,7,11.17,0.63,0.63,0.6,0.31679,0.60993,1.04505
interferon/ribavarin,dyspnoeas,3,2.92,1.03,1.03,0.81,0.31645,0.8495,1.80004
simlukafusp alfa,dyspnoeas,3,2.92,1.03,1.03,0.81,0.31645,0.8495,1.80004
lithium,dyspnoeas,141,388.12,0.36,0.36,0.36,0.31575,0.36371,0.4163
liraglutide,dyspnoeas,341,987.29,0.35,0.35,0.35,0.31574,0.34559,0.37725
incobotulinumtoxina,dyspnoeas,47,116.46,0.4,0.4,0.4,0.31568,0.4045,0.50859
oxacillin,dyspnoeas,13,25.5,0.51,0.51,0.5,0.31476,0.50818,0.76824
butylscopolamine,dyspnoeas,2,1.21,1.66,1.66,0.98,0.31472,1.03149,2.50498
C1 esterase inhibitor,dyspnoeas,65,169.18,0.38,0.38,0.38,0.31209,0.385,0.46848
doxylamine,dyspnoeas,50,126.39,0.4,0.4,0.4,0.31188,0.39654,0.4953
valproic acid,dyspnoeas,318,930.05,0.34,0.34,0.34,0.31157,0.34213,0.37463
kaolin,dyspnoeas,3,3,1,1,0.8,0.31084,0.83443,1.76732
oxazepam,dyspnoeas,19,41.27,0.46,0.46,0.46,0.31073,0.46102,0.6534
dipivefrin,dyspnoeas,11,20.95,0.53,0.53,0.51,0.31001,0.52227,0.81466
contrast media,dyspnoeas,2,1.25,1.61,1.61,0.96,0.30997,1.01563,2.45998
pramoxine,dyspnoeas,2,1.25,1.61,1.61,0.96,0.30997,1.01563,2.45998
nevirapine,dyspnoeas,131,365.89,0.36,0.36,0.36,0.30955,0.3585,0.41236
tetracycline,dyspnoeas,45,113.46,0.4,0.4,0.4,0.30861,0.39764,0.50236
diroximel,dyspnoeas,91,248.5,0.37,0.37,0.37,0.3074,0.36685,0.43351
efavirenz,dyspnoeas,113,314.57,0.36,0.36,0.36,0.30709,0.35976,0.41814
vismodegib,dyspnoeas,95,260.92,0.36,0.36,0.36,0.3068,0.36473,0.42953
aurothioglucose,dyspnoeas,5,7.13,0.7,0.7,0.65,0.30671,0.66496,1.2322
folinic acid,dyspnoeas,12,23.75,0.51,0.51,0.5,0.3059,0.50384,0.77301
nalidixate sodium,dyspnoeas,2,1.28,1.56,1.56,0.95,0.30537,1.00029,2.41712
uracil mustard,dyspnoeas,2,1.28,1.56,1.56,0.95,0.30537,1.00029,2.41712
doxepin,dyspnoeas,62,164.16,0.38,0.38,0.38,0.30529,0.37856,0.46272
omega-3-carboxylic acids,dyspnoeas,11,21.3,0.52,0.52,0.51,0.30523,0.51422,0.80211
heptavax b,dyspnoeas,48,123.43,0.39,0.39,0.39,0.30512,0.38992,0.48915
cenobamate,dyspnoeas,32,78.07,0.41,0.41,0.41,0.304,0.41116,0.54095
rimegepant,dyspnoeas,72,194.49,0.37,0.37,0.37,0.30397,0.37099,0.44722
dolutegravir,dyspnoeas,86,236.66,0.36,0.36,0.36,0.30351,0.36409,0.43223
clorazepate,dyspnoeas,27,64.64,0.42,0.42,0.42,0.30145,0.41907,0.56394
sulconazole,dyspnoeas,2,1.32,1.51,1.51,0.93,0.30091,0.98547,2.37623
nsaid,dyspnoeas,3,3.15,0.95,0.95,0.77,0.30019,0.80587,1.70553
fesoterodine,dyspnoeas,84,233.39,0.36,0.36,0.36,0.29998,0.36064,0.42898
somatropin,dyspnoeas,371,1134.93,0.33,0.33,0.33,0.29997,0.32708,0.35578
estazolam,dyspnoeas,9,16.7,0.54,0.54,0.53,0.29988,0.53423,0.86736
phenobarbital,dyspnoeas,20,45.63,0.44,0.44,0.44,0.2993,0.43954,0.61798
avatrombopag,dyspnoeas,15,32.2,0.47,0.47,0.46,0.29882,0.46645,0.68747
methohexital,dyspnoeas,18,40.3,0.45,0.45,0.44,0.29849,0.4478,0.64018
ephedrine,dyspnoeas,8,14.41,0.56,0.56,0.54,0.29725,0.54859,0.91296
pentetate indium disodium in 111,dyspnoeas,2,1.36,1.47,1.47,0.92,0.29658,0.97111,2.33711
acenocoumarol,dyspnoeas,5,7.44,0.67,0.67,0.62,0.29591,0.64159,1.18879
tolterodine,dyspnoeas,167,497.07,0.34,0.34,0.34,0.29544,0.33638,0.38093
dopamine,dyspnoeas,12,24.69,0.49,0.49,0.48,0.29494,0.4858,0.74535
nafcillin,dyspnoeas,22,51.94,0.42,0.42,0.42,0.29479,0.42506,0.58903
ceftolozane,dyspnoeas,9,17.05,0.53,0.53,0.52,0.29418,0.5241,0.85091
levamisole,dyspnoeas,17,38.28,0.44,0.44,0.44,0.29336,0.44545,0.6428
betaine,dyspnoeas,12,24.84,0.48,0.48,0.48,0.29319,0.48292,0.74094
teclistamab,dyspnoeas,12,24.84,0.48,0.48,0.48,0.29319,0.48292,0.74094
cibisatamab,dyspnoeas,2,1.4,1.43,1.43,0.9,0.29238,0.95721,2.29962
lesinurad,dyspnoeas,2,1.4,1.43,1.43,0.9,0.29238,0.95721,2.29962
ulipristal,dyspnoeas,11,22.35,0.49,0.49,0.48,0.29172,0.49148,0.76665
levobupivacaine,dyspnoeas,4,5.37,0.74,0.74,0.67,0.29106,0.68937,1.35048
felbinac,dyspnoeas,7,12.3,0.57,0.57,0.55,0.2907,0.55977,0.95909
cloxacillin,dyspnoeas,4,5.41,0.74,0.74,0.66,0.2894,0.68544,1.34274
abciximab,dyspnoeas,65,182.73,0.36,0.36,0.36,0.28912,0.35667,0.43401
triprolidine,dyspnoeas,2,1.44,1.39,1.39,0.89,0.2883,0.94372,2.26363
copanlisib,dyspnoeas,5,7.67,0.65,0.65,0.61,0.28829,0.62511,1.1582
gilteritinib,dyspnoeas,35,91.42,0.38,0.38,0.38,0.28803,0.38432,0.49999
methadone,dyspnoeas,89,259.48,0.34,0.34,0.34,0.28746,0.34374,0.40694
phenytoin,dyspnoeas,305,965.48,0.32,0.32,0.32,0.28733,0.31614,0.34682
isotretinoin,dyspnoeas,832,2735.63,0.3,0.3,0.3,0.28721,0.30422,0.32189
zolpidem,dyspnoeas,274,864.52,0.32,0.32,0.32,0.28676,0.3172,0.34974
amprenavir,dyspnoeas,10,20.17,0.5,0.5,0.49,0.28618,0.4948,0.78639
guanfacine,dyspnoeas,30,77.1,0.39,0.39,0.39,0.286,0.39078,0.51846
metipranolol,dyspnoeas,3,3.39,0.89,0.89,0.73,0.28553,0.76656,1.62088
sapropterin,dyspnoeas,50,138.27,0.36,0.36,0.36,0.28536,0.36283,0.45319
almadrate,dyspnoeas,2,1.48,1.35,1.35,0.88,0.28434,0.93065,2.22902
frovatriptan,dyspnoeas,7,12.62,0.55,0.55,0.54,0.28424,0.54736,0.93781
obeticholic acid,dyspnoeas,74,214.85,0.34,0.34,0.34,0.2837,0.34531,0.41524
bepridil,dyspnoeas,5,7.83,0.64,0.64,0.6,0.28342,0.61458,1.13867
lacosamide,dyspnoeas,140,429.47,0.33,0.33,0.33,0.28328,0.32649,0.37387
darunavir,dyspnoeas,49,136.28,0.36,0.36,0.36,0.28305,0.36079,0.45162
glycerin,dyspnoeas,13,28.54,0.46,0.46,0.45,0.28284,0.45668,0.6904
besilesomab,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
cetalkonium,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
dapiprazole,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
defactinib,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
dextriferron,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
lornoxicam,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
nitrogen,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
olmutinib,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
paramethasone,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
pinacidil,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
pixantrone,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
policapram,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
squalamine,dyspnoeas,1,0.04,25.68,25.68,1.77,0.28253,1.51085,19.20932
ketamine,dyspnoeas,25,63.19,0.4,0.4,0.39,0.28213,0.39747,0.54064
tiopronin,dyspnoeas,22,54.36,0.4,0.4,0.4,0.28203,0.40666,0.56353
ketoconazole,dyspnoeas,85,252.43,0.34,0.34,0.34,0.28106,0.33753,0.40109
cobicistat/darunavir,dyspnoeas,9,17.95,0.5,0.5,0.49,0.28057,0.49988,0.81159
ceftibuten,dyspnoeas,14,31.62,0.44,0.44,0.44,0.28018,0.44443,0.66299
canagliflozin,dyspnoeas,198,629.3,0.31,0.31,0.31,0.27966,0.315,0.3532
lincomycin,dyspnoeas,17,40.22,0.42,0.42,0.42,0.27964,0.42463,0.61275
fluvoxamine,dyspnoeas,57,163.5,0.35,0.35,0.35,0.2794,0.34976,0.43104
iron sucrose,dyspnoeas,28,73.01,0.38,0.38,0.38,0.27889,0.38537,0.51602
pegaptanib,dyspnoeas,9,18.07,0.5,0.5,0.49,0.27888,0.49688,0.80673
enfortumab vedotin,dyspnoeas,34,91.39,0.37,0.37,0.37,0.27887,0.37371,0.48793
teprotumumab,dyspnoeas,32,85.23,0.38,0.38,0.38,0.27886,0.37716,0.49622
gliclazide,dyspnoeas,3,3.5,0.86,0.86,0.72,0.27871,0.74832,1.58176
fluphenazine,dyspnoeas,28,73.08,0.38,0.38,0.38,0.2786,0.38497,0.51548
carisoprodol,dyspnoeas,30,79.2,0.38,0.38,0.38,0.27854,0.38059,0.50494
maveropepimut-s component a16l,dyspnoeas,7,12.93,0.54,0.54,0.52,0.27806,0.53548,0.91746
colesevelam,dyspnoeas,36,97.89,0.37,0.37,0.37,0.27798,0.36937,0.47889
potassium iodide,dyspnoeas,8,15.54,0.51,0.51,0.5,0.27743,0.51207,0.8522
fludeoxyglucose f 18,dyspnoeas,2,1.56,1.28,1.28,0.85,0.27674,0.90562,2.16359
iotrolan,dyspnoeas,2,1.56,1.28,1.28,0.85,0.27674,0.90562,2.16359
encainide,dyspnoeas,33,89.01,0.37,0.37,0.37,0.27669,0.37246,0.48814
duligotuzumab,dyspnoeas,3,3.54,0.85,0.85,0.71,0.27652,0.74244,1.56915
divalproex,dyspnoeas,235,763.13,0.31,0.31,0.31,0.2764,0.30826,0.34248
ethionamide,dyspnoeas,5,8.1,0.62,0.62,0.58,0.27529,0.597,1.10604
sulfinpyrazone,dyspnoeas,4,5.76,0.69,0.69,0.63,0.27523,0.652,1.27697
mitotane,dyspnoeas,13,29.4,0.44,0.44,0.44,0.27497,0.44399,0.67121
urea,dyspnoeas,8,15.69,0.51,0.51,0.5,0.2749,0.50741,0.84445
clotrimazole,dyspnoeas,49,140.52,0.35,0.35,0.35,0.27459,0.35001,0.43811
factor viii,dyspnoeas,74,222.14,0.33,0.33,0.33,0.27446,0.33406,0.40172
metformin/saxagliptin,dyspnoeas,19,46.96,0.4,0.4,0.4,0.27419,0.40684,0.57663
cisatracurium,dyspnoeas,11,23.91,0.46,0.46,0.45,0.27376,0.46126,0.71953
chondroitin,dyspnoeas,2,1.6,1.25,1.25,0.84,0.27309,0.89363,2.13258
picolax,dyspnoeas,2,1.6,1.25,1.25,0.84,0.27309,0.89363,2.13258
peginterferon beta-1a,dyspnoeas,135,429.32,0.31,0.31,0.31,0.27259,0.31499,0.36159
chlordiazepoxide,dyspnoeas,24,62.53,0.38,0.38,0.38,0.27196,0.38594,0.52804
disulfiram,dyspnoeas,19,47.39,0.4,0.4,0.4,0.27178,0.40327,0.57157
famotidine/ibuprofen,dyspnoeas,12,27.02,0.44,0.44,0.44,0.27069,0.4459,0.68416
povidone,dyspnoeas,24,62.84,0.38,0.38,0.38,0.27064,0.38407,0.52548
hydroxyprogesterone,dyspnoeas,196,643.67,0.3,0.3,0.3,0.27051,0.30489,0.34206
asasantin,dyspnoeas,4,5.92,0.68,0.68,0.62,0.26938,0.63817,1.24978
lovastatin,dyspnoeas,152,493.53,0.31,0.31,0.31,0.26922,0.30848,0.35138
bacampicillin,dyspnoeas,3,3.7,0.81,0.81,0.69,0.26805,0.7198,1.52072
hyaluronate,dyspnoeas,3,3.7,0.81,0.81,0.69,0.26805,0.7198,1.52072
amobarbital,dyspnoeas,2,1.67,1.19,1.19,0.82,0.26608,0.87064,2.07363
hydrochlorothiazide/irbesartan,dyspnoeas,13,30.53,0.43,0.43,0.42,0.26523,0.42829,0.64749
mogamulizumab,dyspnoeas,19,48.59,0.39,0.39,0.39,0.26522,0.39354,0.55778
suvorexant,dyspnoeas,94,298.69,0.31,0.31,0.31,0.26513,0.31549,0.37185
glibenclamide,dyspnoeas,50,148.97,0.34,0.34,0.34,0.26504,0.33699,0.42092
nortriptyline,dyspnoeas,45,132.35,0.34,0.34,0.34,0.26502,0.3415,0.43143
risperidone,dyspnoeas,959,3440.35,0.28,0.28,0.28,0.26429,0.27883,0.2939
eliglustat,dyspnoeas,12,27.72,0.43,0.43,0.43,0.26418,0.43518,0.66771
senna,dyspnoeas,13,30.68,0.42,0.42,0.42,0.26395,0.42622,0.64436
norgestimate,dyspnoeas,80,252.31,0.32,0.32,0.32,0.26326,0.31797,0.37979
belladonna,dyspnoeas,2,1.71,1.17,1.17,0.81,0.26272,0.8596,2.04557
apricoxib,dyspnoeas,1,0.08,12.84,12.84,1.44,0.26263,1.34361,12.09253
cellulose,dyspnoeas,1,0.08,12.84,12.84,1.44,0.26263,1.34361,12.09253
dextran 75,dyspnoeas,1,0.08,12.84,12.84,1.44,0.26263,1.34361,12.09253
enprofylline,dyspnoeas,1,0.08,12.84,12.84,1.44,0.26263,1.34361,12.09253
florbetaben,dyspnoeas,1,0.08,12.84,12.84,1.44,0.26263,1.34361,12.09253
noscapine,dyspnoeas,1,0.08,12.84,12.84,1.44,0.26263,1.34361,12.09253
pegoterate,dyspnoeas,1,0.08,12.84,12.84,1.44,0.26263,1.34361,12.09253
tyrosine,dyspnoeas,1,0.08,12.84,12.84,1.44,0.26263,1.34361,12.09253
vernakalant,dyspnoeas,1,0.08,12.84,12.84,1.44,0.26263,1.34361,12.09253
metrizamide,dyspnoeas,11,25,0.44,0.44,0.44,0.26245,0.44223,0.68985
belantamab mafodotin,dyspnoeas,31,87.45,0.35,0.35,0.35,0.26226,0.35648,0.47095
guanabenz,dyspnoeas,5,8.61,0.58,0.58,0.55,0.26136,0.56687,1.05018
mipomersen,dyspnoeas,5,8.61,0.58,0.58,0.55,0.26136,0.56687,1.05018
ramelteon,dyspnoeas,40,117.55,0.34,0.34,0.34,0.26121,0.34194,0.4378
pentetate calcium trisodium,dyspnoeas,3,3.85,0.78,0.78,0.67,0.26009,0.69851,1.47527
dipyrone,dyspnoeas,10,22.35,0.45,0.45,0.44,0.2599,0.44942,0.71429
methylphenidate,dyspnoeas,368,1299.09,0.28,0.28,0.28,0.25989,0.28349,0.30847
norgestrel,dyspnoeas,71,224.24,0.32,0.32,0.32,0.25988,0.31765,0.3834
tacrine,dyspnoeas,49,148.78,0.33,0.33,0.33,0.25949,0.33077,0.41403
benznidazole,dyspnoeas,2,1.75,1.14,1.14,0.8,0.25943,0.84885,2.01838
digitoxin,dyspnoeas,2,1.75,1.14,1.14,0.8,0.25943,0.84885,2.01838
stearylsulfamide,dyspnoeas,2,1.75,1.14,1.14,0.8,0.25943,0.84885,2.01838
sevoflurane,dyspnoeas,45,135.89,0.33,0.33,0.33,0.25818,0.33268,0.4203
methantheline,dyspnoeas,3,3.89,0.77,0.77,0.66,0.25817,0.69339,1.46434
mebendazole,dyspnoeas,13,31.54,0.41,0.41,0.41,0.25708,0.41513,0.62762
flibanserin,dyspnoeas,13,31.58,0.41,0.41,0.41,0.25678,0.41464,0.62687
oxytetracycline,dyspnoeas,37,109.8,0.34,0.34,0.34,0.25597,0.33879,0.43779
ciclopirox olamine,dyspnoeas,4,6.31,0.63,0.63,0.59,0.25576,0.60603,1.18666
sevelamer,dyspnoeas,67,214.23,0.31,0.31,0.31,0.25522,0.31384,0.38082
vigabatrin,dyspnoeas,97,322.01,0.3,0.3,0.3,0.25451,0.30201,0.35509
trimethobenzamide,dyspnoeas,7,14.29,0.49,0.49,0.48,0.25389,0.48905,0.83792
seroquel,dyspnoeas,13,31.97,0.41,0.41,0.4,0.25378,0.40981,0.61957
vibegron,dyspnoeas,14,35.12,0.4,0.4,0.4,0.25328,0.4018,0.59942
bepotastine,dyspnoeas,4,6.39,0.63,0.63,0.58,0.2532,0.59998,1.1748
benzalkonium,dyspnoeas,2,1.83,1.09,1.09,0.78,0.25311,0.82817,1.9664
telotristat,dyspnoeas,18,47.78,0.38,0.38,0.38,0.2531,0.37975,0.54291
rotigotine,dyspnoeas,87,288.02,0.3,0.3,0.3,0.2528,0.30293,0.35929
hydroquinone,dyspnoeas,3,4.01,0.75,0.75,0.65,0.25259,0.67845,1.43253
hemin,dyspnoeas,6,11.64,0.52,0.52,0.5,0.25207,0.51162,0.90778
desflurane,dyspnoeas,10,23.21,0.43,0.43,0.43,0.25085,0.43378,0.68946
benoxaprofen,dyspnoeas,37,112.33,0.33,0.33,0.33,0.25027,0.33125,0.42805
xalcom,dyspnoeas,2,1.87,1.07,1.07,0.77,0.25006,0.81822,1.94154
romosozumab,dyspnoeas,66,215.13,0.31,0.31,0.31,0.25001,0.30792,0.37416
beraprost,dyspnoeas,1,0.12,8.56,8.56,1.27,0.24916,1.24684,8.40883
cholesterol,dyspnoeas,1,0.12,8.56,8.56,1.27,0.24916,1.24684,8.40883
fenoterol/ipratropium,dyspnoeas,1,0.12,8.56,8.56,1.27,0.24916,1.24684,8.40883
nicergoline,dyspnoeas,1,0.12,8.56,8.56,1.27,0.24916,1.24684,8.40883
traztuzumab,dyspnoeas,1,0.12,8.56,8.56,1.27,0.24916,1.24684,8.40883
benztropine,dyspnoeas,13,32.75,0.4,0.4,0.4,0.24798,0.40046,0.60544
fluorometholone,dyspnoeas,9,20.56,0.44,0.44,0.43,0.24721,0.44055,0.71531
altretamine,dyspnoeas,2,1.91,1.05,1.05,0.76,0.24709,0.80851,1.91737
temazepam,dyspnoeas,29,86.17,0.34,0.34,0.34,0.24665,0.33887,0.45163
meclizine,dyspnoeas,13,33.21,0.39,0.39,0.39,0.24463,0.39506,0.59728
ergoloid,dyspnoeas,10,23.87,0.42,0.42,0.42,0.24427,0.42243,0.67141
guselkumab,dyspnoeas,129,456.77,0.28,0.28,0.28,0.24409,0.28302,0.32589
ranibizumab,dyspnoeas,221,811.8,0.27,0.27,0.27,0.24358,0.27259,0.30383
calcipotriol,dyspnoeas,14,36.76,0.38,0.38,0.38,0.24242,0.38458,0.57375
azatadine,dyspnoeas,4,6.74,0.59,0.59,0.55,0.24227,0.57422,1.12426
pimozide,dyspnoeas,9,21.03,0.43,0.43,0.42,0.24206,0.43137,0.70043
lixisenatide,dyspnoeas,17,46.76,0.36,0.36,0.36,0.24164,0.36696,0.52957
strontium,dyspnoeas,7,15.11,0.46,0.46,0.45,0.2413,0.46485,0.79649
ubrogepant,dyspnoeas,18,50.23,0.36,0.36,0.36,0.24106,0.3617,0.51712
pemigatinib,dyspnoeas,6,12.27,0.49,0.49,0.48,0.24057,0.48833,0.86648
bazedoxifene,dyspnoeas,3,4.28,0.7,0.7,0.62,0.24044,0.646,1.36351
magnesium citrate,dyspnoeas,6,12.34,0.49,0.49,0.47,0.2392,0.48558,0.86158
selegiline,dyspnoeas,27,81.85,0.33,0.33,0.33,0.2391,0.33244,0.44737
carbaspirin,dyspnoeas,1,0.16,6.42,6.42,1.16,0.23878,1.17955,6.25011
clomethiazole,dyspnoeas,1,0.16,6.42,6.42,1.16,0.23878,1.17955,6.25011
clostridium,dyspnoeas,1,0.16,6.42,6.42,1.16,0.23878,1.17955,6.25011
invert,dyspnoeas,1,0.16,6.42,6.42,1.16,0.23878,1.17955,6.25011
trypsin,dyspnoeas,1,0.16,6.42,6.42,1.16,0.23878,1.17955,6.25011
tybamate,dyspnoeas,1,0.16,6.42,6.42,1.16,0.23878,1.17955,6.25011
omadacycline,dyspnoeas,6,12.42,0.48,0.48,0.47,0.23785,0.48284,0.85673
belatacept,dyspnoeas,21,61.25,0.34,0.34,0.34,0.2378,0.34597,0.48282
triptorelin,dyspnoeas,39,126.16,0.31,0.31,0.31,0.23675,0.31103,0.39942
dalfampridine,dyspnoeas,580,2289.45,0.25,0.25,0.25,0.23656,0.25347,0.27117
epinastine,dyspnoeas,5,9.66,0.52,0.52,0.5,0.23647,0.51309,0.95052
ferric,dyspnoeas,14,37.73,0.37,0.37,0.37,0.23639,0.37502,0.55948
edetate,dyspnoeas,2,2.06,0.97,0.97,0.73,0.23586,0.77194,1.82704
evinacumab,dyspnoeas,2,2.06,0.97,0.97,0.73,0.23586,0.77194,1.82704
viltolarsen,dyspnoeas,2,2.06,0.97,0.97,0.73,0.23586,0.77194,1.82704
norethisterone,dyspnoeas,6,12.58,0.48,0.48,0.47,0.2352,0.47747,0.84721
carboxymethylcellulose,dyspnoeas,3,4.44,0.68,0.68,0.6,0.23401,0.62882,1.32703
chlorpromazine,dyspnoeas,34,109.49,0.31,0.31,0.31,0.23332,0.31268,0.40827
tolnaftate,dyspnoeas,6,12.69,0.47,0.47,0.46,0.23324,0.47352,0.8402
cortisone,dyspnoeas,9,21.88,0.41,0.41,0.41,0.23314,0.41551,0.67469
deudextromethorphan,dyspnoeas,55,188.84,0.29,0.29,0.29,0.2328,0.29264,0.36195
dexbrompheniramine,dyspnoeas,11,28.39,0.39,0.39,0.39,0.23257,0.39195,0.61146
relatlimab,dyspnoeas,3,4.48,0.67,0.67,0.6,0.23245,0.62467,1.31822
scopolamine,dyspnoeas,63,220.07,0.29,0.29,0.29,0.23225,0.2875,0.35088
dinutuximab,dyspnoeas,6,12.85,0.47,0.47,0.46,0.23069,0.46835,0.83103
atazanavir,dyspnoeas,53,183.28,0.29,0.29,0.29,0.23019,0.29063,0.36082
bromhexine,dyspnoeas,1,0.19,5.14,5.14,1.09,0.23019,1.12769,4.96267
fructose,dyspnoeas,1,0.19,5.14,5.14,1.09,0.23019,1.12769,4.96267
gallamine,dyspnoeas,1,0.19,5.14,5.14,1.09,0.23019,1.12769,4.96267
gentian violet,dyspnoeas,1,0.19,5.14,5.14,1.09,0.23019,1.12769,4.96267
saccharin,dyspnoeas,1,0.19,5.14,5.14,1.09,0.23019,1.12769,4.96267
sisomicin,dyspnoeas,1,0.19,5.14,5.14,1.09,0.23019,1.12769,4.96267
cidofovir,dyspnoeas,10,25.43,0.39,0.39,0.39,0.23007,0.39791,0.63247
zinc,dyspnoeas,54,188.03,0.29,0.29,0.29,0.2291,0.28862,0.35765
norelgestromin,dyspnoeas,257,1012.79,0.25,0.25,0.25,0.22891,0.25406,0.281
prucalopride,dyspnoeas,11,28.89,0.38,0.38,0.38,0.22868,0.3854,0.60125
esketamine,dyspnoeas,56,197.84,0.28,0.28,0.28,0.22676,0.28444,0.35117
adefovir dipivoxil,dyspnoeas,9,22.58,0.4,0.4,0.4,0.22632,0.40337,0.655
deflazacort,dyspnoeas,32,105.4,0.3,0.3,0.3,0.22617,0.30592,0.40252
ferumoxsil,dyspnoeas,2,2.22,0.9,0.9,0.7,0.22562,0.73861,1.74554
ozogamicin,dyspnoeas,17,50.27,0.34,0.34,0.34,0.22523,0.34208,0.49366
doripenem,dyspnoeas,8,19.51,0.41,0.41,0.41,0.22467,0.41489,0.69054
valganciclovir,dyspnoeas,37,125.3,0.3,0.3,0.3,0.22465,0.29734,0.38424
iophendylate,dyspnoeas,5,10.24,0.49,0.49,0.47,0.22458,0.48739,0.90293
liraglutide/insulin,dyspnoeas,8,19.55,0.41,0.41,0.41,0.22426,0.41411,0.68926
betamethasone/calcipotriol,dyspnoeas,1,0.23,4.28,4.28,1.03,0.22275,1.0851,4.21787
bulevirtide,dyspnoeas,1,0.23,4.28,4.28,1.03,0.22275,1.0851,4.21787
calcium polycarbophil,dyspnoeas,1,0.23,4.28,4.28,1.03,0.22275,1.0851,4.21787
mecobalamin,dyspnoeas,1,0.23,4.28,4.28,1.03,0.22275,1.0851,4.21787
mephentermine,dyspnoeas,1,0.23,4.28,4.28,1.03,0.22275,1.0851,4.21787
protein,dyspnoeas,1,0.23,4.28,4.28,1.03,0.22275,1.0851,4.21787
ridaforolimus,dyspnoeas,1,0.23,4.28,4.28,1.03,0.22275,1.0851,4.21787
rose hip,dyspnoeas,1,0.23,4.28,4.28,1.03,0.22275,1.0851,4.21787
sotatercept,dyspnoeas,1,0.23,4.28,4.28,1.03,0.22275,1.0851,4.21787
glycerol,dyspnoeas,11,29.83,0.37,0.37,0.37,0.22183,0.37387,0.58327
rimexolone,dyspnoeas,2,2.3,0.87,0.87,0.68,0.22082,0.72302,1.70766
lutetium lu 177 vipivotide tetraxetan,dyspnoeas,3,4.79,0.63,0.63,0.57,0.22071,0.59332,1.25178
antihemophilic,dyspnoeas,121,472.07,0.26,0.26,0.26,0.22054,0.25697,0.29722
